X	Y	Elevation
115	1	0.02
116	1	0.02
117	1	0.02
118	1	0.02
119	1	0.02
120	1	0.02
121	1	0.02
122	1	0.02
123	1	0.02
124	1	0.02
125	1	0.02
126	1	0.02
127	1	0.02
128	1	0.02
129	1	0.02
130	1	0.02
131	1	0.02
132	1	0.02
133	1	0.02
134	1	0.02
135	1	0.02
136	1	0.02
137	1	0.02
138	1	0.02
139	1	0.02
140	1	0.02
141	1	0.02
142	1	0.02
143	1	0.02
144	1	0.02
145	1	0.02
146	1	0.02
147	1	0.02
148	1	0.02
149	1	0.02
0	2	0.03
1	2	0.03
2	2	0.03
3	2	0.03
4	2	0.03
5	2	0.03
6	2	0.03
7	2	0.03
8	2	0.03
9	2	0.03
10	2	0.03
11	2	0.03
12	2	0.03
13	2	0.03
14	2	0.03
15	2	0.03
16	2	0.03
17	2	0.03
18	2	0.03
19	2	0.03
20	2	0.03
21	2	0.03
22	2	0.03
23	2	0.03
24	2	0.03
25	2	0.03
26	2	0.03
27	2	0.03
28	2	0.03
29	2	0.03
30	2	0.03
31	2	0.03
32	2	0.03
33	2	0.03
34	2	0.03
35	2	0.03
36	2	0.03
37	2	0.03
38	2	0.03
39	2	0.03
40	2	0.03
41	2	0.03
42	2	0.03
43	2	0.03
44	2	0.03
45	2	0.03
46	2	0.03
47	2	0.03
48	2	0.03
49	2	0.03
50	2	0.03
51	2	0.03
52	2	0.03
53	2	0.03
54	2	0.03
55	2	0.03
56	2	0.03
57	2	0.03
58	2	0.03
59	2	0.03
60	2	0.03
61	2	0.03
62	2	0.03
63	2	0.03
64	2	0.03
65	2	0.03
66	2	0.03
67	2	0.03
68	2	0.03
69	2	0.03
70	2	0.03
71	2	0.03
72	2	0.03
73	2	0.03
74	2	0.03
75	2	0.03
76	2	0.03
77	2	0.03
78	2	0.03
79	2	0.03
80	2	0.03
81	2	0.03
82	2	0.03
83	2	0.03
84	2	0.03
85	2	0.03
86	2	0.03
87	2	0.03
88	2	0.03
89	2	0.03
90	2	0.03
91	2	0.03
92	2	0.03
93	2	0.03
94	2	0.03
95	2	0.03
96	2	0.03
97	2	0.03
98	2	0.03
99	2	0.03
100	2	0.03
101	2	0.03
102	2	0.03
103	2	0.03
104	2	0.03
105	2	0.03
106	2	0.03
107	2	0.03
108	2	0.03
109	2	0.03
110	2	0.03
111	2	0.03
112	2	0.03
113	2	0.03
114	2	0.03
115	2	0.03
116	2	0.03
117	2	0.03
118	2	0.03
119	2	0.03
120	2	0.03
121	2	0.03
122	2	0.03
123	2	0.03
124	2	0.03
125	2	0.03
126	2	0.03
127	2	0.03
128	2	0.03
129	2	0.03
130	2	0.03
131	2	0.03
132	2	0.03
133	2	0.03
134	2	0.03
135	2	0.03
136	2	0.03
137	2	0.03
138	2	0.03
139	2	0.03
140	2	0.03
141	2	0.03
142	2	0.03
143	2	0.03
144	2	0.03
145	2	0.03
146	2	0.03
147	2	0.03
148	2	0.03
149	2	0.03
0	3	0.04
1	3	0.04
2	3	0.04
3	3	0.04
4	3	0.04
5	3	0.04
6	3	0.04
7	3	0.04
8	3	0.04
9	3	0.04
10	3	0.04
11	3	0.04
12	3	0.04
13	3	0.04
14	3	0.04
15	3	0.04
16	3	0.04
17	3	0.04
18	3	0.04
19	3	0.04
20	3	0.04
21	3	0.04
22	3	0.04
23	3	0.04
24	3	0.04
25	3	0.04
26	3	0.04
27	3	0.04
28	3	0.04
29	3	0.04
30	3	0.04
31	3	0.04
32	3	0.04
33	3	0.04
34	3	0.04
35	3	0.04
36	3	0.04
37	3	0.04
38	3	0.04
39	3	0.04
40	3	0.04
41	3	0.04
42	3	0.04
43	3	0.04
44	3	0.04
45	3	0.04
46	3	0.04
47	3	0.04
48	3	0.04
49	3	0.04
50	3	0.04
51	3	0.04
52	3	0.04
53	3	0.04
54	3	0.04
55	3	0.04
56	3	0.04
57	3	0.04
58	3	0.04
59	3	0.04
60	3	0.04
61	3	0.04
62	3	0.04
63	3	0.04
64	3	0.04
65	3	0.04
66	3	0.04
67	3	0.04
68	3	0.04
69	3	0.04
70	3	0.04
71	3	0.04
72	3	0.04
73	3	0.04
74	3	0.04
75	3	0.04
76	3	0.04
77	3	0.04
78	3	0.04
79	3	0.04
80	3	0.04
81	3	0.04
82	3	0.04
83	3	0.04
84	3	0.04
85	3	0.04
86	3	0.04
87	3	0.04
88	3	0.04
89	3	0.04
90	3	0.04
91	3	0.04
92	3	0.04
93	3	0.04
94	3	0.04
95	3	0.04
96	3	0.04
97	3	0.04
98	3	0.04
99	3	0.04
100	3	0.04
101	3	0.04
102	3	0.04
103	3	0.04
104	3	0.04
105	3	0.04
106	3	0.04
107	3	0.04
108	3	0.04
109	3	0.04
110	3	0.04
111	3	0.04
112	3	0.04
113	3	0.04
114	3	0.04
115	3	0.04
116	3	0.04
117	3	0.04
118	3	0.04
119	3	0.04
120	3	0.04
121	3	0.04
122	3	0.04
123	3	0.04
124	3	0.04
125	3	0.04
126	3	0.04
127	3	0.04
128	3	0.04
129	3	0.04
130	3	0.04
131	3	0.04
132	3	0.04
133	3	0.04
134	3	0.04
135	3	0.04
136	3	0.04
137	3	0.04
138	3	0.04
139	3	0.04
140	3	0.04
141	3	0.04
142	3	0.04
143	3	0.04
144	3	0.04
145	3	0.04
146	3	0.04
147	3	0.04
148	3	0.04
149	3	0.04
0	4	0.05
1	4	0.05
2	4	0.05
3	4	0.05
4	4	0.05
5	4	0.05
6	4	0.05
7	4	0.05
8	4	0.05
9	4	0.05
10	4	0.05
11	4	0.05
12	4	0.05
13	4	0.05
14	4	0.05
15	4	0.05
16	4	0.05
17	4	0.05
18	4	0.05
19	4	0.05
20	4	0.05
21	4	0.05
22	4	0.05
23	4	0.05
24	4	0.05
25	4	0.05
26	4	0.05
27	4	0.05
28	4	0.05
29	4	0.05
30	4	0.05
31	4	0.05
32	4	0.05
33	4	0.05
34	4	0.05
35	4	0.05
36	4	0.05
37	4	0.05
38	4	0.05
39	4	0.05
40	4	0.05
41	4	0.05
42	4	0.05
43	4	0.05
44	4	0.05
45	4	0.05
46	4	0.05
47	4	0.05
48	4	0.05
49	4	0.05
50	4	0.05
51	4	0.05
52	4	0.05
53	4	0.05
54	4	0.05
55	4	0.05
56	4	0.05
57	4	0.05
58	4	0.05
59	4	0.05
60	4	0.05
61	4	0.05
62	4	0.05
63	4	0.05
64	4	0.05
65	4	0.05
66	4	0.05
67	4	0.05
68	4	0.05
69	4	0.05
70	4	0.05
71	4	0.05
72	4	0.05
73	4	0.05
74	4	0.05
75	4	0.05
76	4	0.05
77	4	0.05
78	4	0.05
79	4	0.05
80	4	0.05
81	4	0.05
82	4	0.05
83	4	0.05
84	4	0.05
85	4	0.05
86	4	0.05
87	4	0.05
88	4	0.05
89	4	0.05
90	4	0.05
91	4	0.05
92	4	0.05
93	4	0.05
94	4	0.05
95	4	0.05
96	4	0.05
97	4	0.05
98	4	0.05
99	4	0.05
100	4	0.05
101	4	0.05
102	4	0.05
103	4	0.05
104	4	0.05
105	4	0.05
106	4	0.05
107	4	0.05
108	4	0.05
109	4	0.05
110	4	0.05
111	4	0.05
112	4	0.05
113	4	0.05
114	4	0.05
115	4	0.05
116	4	0.05
117	4	0.05
118	4	0.05
119	4	0.05
120	4	0.05
121	4	0.05
122	4	0.05
123	4	0.05
124	4	0.05
125	4	0.05
126	4	0.05
127	4	0.05
128	4	0.05
129	4	0.05
130	4	0.05
131	4	0.05
132	4	0.05
133	4	0.05
134	4	0.05
135	4	0.05
136	4	0.05
137	4	0.05
138	4	0.05
139	4	0.05
140	4	0.05
141	4	0.05
142	4	0.05
143	4	0.05
144	4	0.05
145	4	0.05
146	4	0.05
147	4	0.05
148	4	0.05
149	4	0.05
0	5	0.06
1	5	0.06
2	5	0.06
3	5	0.06
4	5	0.06
5	5	0.06
6	5	0.06
7	5	0.06
8	5	0.06
9	5	0.06
10	5	0.06
11	5	0.06
12	5	0.06
13	5	0.06
14	5	0.06
15	5	0.06
16	5	0.06
17	5	0.06
18	5	0.06
19	5	0.06
20	5	0.06
21	5	0.06
22	5	0.06
23	5	0.06
24	5	0.06
25	5	0.06
26	5	0.06
27	5	0.06
28	5	0.06
29	5	0.06
30	5	0.06
31	5	0.06
32	5	0.06
33	5	0.06
34	5	0.06
35	5	0.06
36	5	0.06
37	5	0.06
38	5	0.06
39	5	0.06
40	5	0.06
41	5	0.06
42	5	0.06
43	5	0.06
44	5	0.06
45	5	0.06
46	5	0.06
47	5	0.06
48	5	0.06
49	5	0.06
50	5	0.06
51	5	0.06
52	5	0.06
53	5	0.06
54	5	0.06
55	5	0.06
56	5	0.06
57	5	0.06
58	5	0.06
59	5	0.06
60	5	0.06
61	5	0.06
62	5	0.06
63	5	0.06
64	5	0.06
65	5	0.06
66	5	0.06
67	5	0.06
68	5	0.06
69	5	0.06
70	5	0.06
71	5	0.06
72	5	0.06
73	5	0.06
74	5	0.06
75	5	0.06
76	5	0.06
77	5	0.06
78	5	0.06
79	5	0.06
80	5	0.06
81	5	0.06
82	5	0.06
83	5	0.06
84	5	0.06
85	5	0.06
86	5	0.06
87	5	0.06
88	5	0.06
89	5	0.06
90	5	0.06
91	5	0.06
92	5	0.06
93	5	0.06
94	5	0.06
95	5	0.06
96	5	0.06
97	5	0.06
98	5	0.06
99	5	0.06
100	5	0.06
101	5	0.06
102	5	0.06
103	5	0.06
104	5	0.06
105	5	0.06
106	5	0.06
107	5	0.06
108	5	0.06
109	5	0.06
110	5	0.06
111	5	0.06
112	5	0.06
113	5	0.06
114	5	0.06
115	5	0.06
116	5	0.06
117	5	0.06
118	5	0.06
119	5	0.06
120	5	0.06
121	5	0.06
122	5	0.06
123	5	0.06
124	5	0.06
125	5	0.06
126	5	0.06
127	5	0.06
128	5	0.06
129	5	0.06
130	5	0.06
131	5	0.06
132	5	0.06
133	5	0.06
134	5	0.06
135	5	0.06
136	5	0.06
137	5	0.06
138	5	0.06
139	5	0.06
140	5	0.06
141	5	0.06
142	5	0.06
143	5	0.06
144	5	0.06
145	5	0.06
146	5	0.06
147	5	0.06
148	5	0.06
149	5	0.06
0	6	0.07
1	6	0.07
2	6	0.07
3	6	0.07
4	6	0.07
5	6	0.07
6	6	0.07
7	6	0.07
8	6	0.07
9	6	0.07
10	6	0.07
11	6	0.07
12	6	0.07
13	6	0.07
14	6	0.07
15	6	0.07
16	6	0.07
17	6	0.07
18	6	0.07
19	6	0.07
20	6	0.07
21	6	0.07
22	6	0.07
23	6	0.07
24	6	0.07
25	6	0.07
26	6	0.07
27	6	0.07
28	6	0.07
29	6	0.07
30	6	0.07
31	6	0.07
32	6	0.07
33	6	0.07
34	6	0.07
35	6	0.07
36	6	0.07
37	6	0.07
38	6	0.07
39	6	0.07
40	6	0.07
41	6	0.07
42	6	0.07
43	6	0.07
44	6	0.07
45	6	0.07
46	6	0.07
47	6	0.07
48	6	0.07
49	6	0.07
50	6	0.07
51	6	0.07
52	6	0.07
53	6	0.07
54	6	0.07
55	6	0.07
56	6	0.07
57	6	0.07
58	6	0.07
59	6	0.07
60	6	0.07
61	6	0.07
62	6	0.07
63	6	0.07
64	6	0.07
65	6	0.07
66	6	0.07
67	6	0.07
68	6	0.07
69	6	0.07
70	6	0.07
71	6	0.07
72	6	0.07
73	6	0.07
74	6	0.07
75	6	0.07
76	6	0.07
77	6	0.07
78	6	0.07
79	6	0.07
80	6	0.07
81	6	0.07
82	6	0.07
83	6	0.07
84	6	0.07
85	6	0.07
86	6	0.07
87	6	0.07
88	6	0.07
89	6	0.07
90	6	0.07
91	6	0.07
92	6	0.07
93	6	0.07
94	6	0.07
95	6	0.07
96	6	0.07
97	6	0.07
98	6	0.07
99	6	0.07
100	6	0.07
101	6	0.07
102	6	0.07
103	6	0.07
104	6	0.07
105	6	0.07
106	6	0.07
107	6	0.07
108	6	0.07
109	6	0.07
110	6	0.07
111	6	0.07
112	6	0.07
113	6	0.07
114	6	0.07
115	6	0.07
116	6	0.07
117	6	0.07
118	6	0.07
119	6	0.07
120	6	0.07
121	6	0.07
122	6	0.07
123	6	0.07
124	6	0.07
125	6	0.07
126	6	0.07
127	6	0.07
128	6	0.07
129	6	0.07
130	6	0.07
131	6	0.07
132	6	0.07
133	6	0.07
134	6	0.07
135	6	0.07
136	6	0.07
137	6	0.07
138	6	0.07
139	6	0.07
140	6	0.07
141	6	0.07
142	6	0.07
143	6	0.07
144	6	0.07
145	6	0.07
146	6	0.07
147	6	0.07
148	6	0.07
149	6	0.07
0	7	0.08
1	7	0.08
2	7	0.08
3	7	0.08
4	7	0.08
5	7	0.08
6	7	0.08
7	7	0.08
8	7	0.08
9	7	0.08
10	7	0.08
11	7	0.08
12	7	0.08
13	7	0.08
14	7	0.08
15	7	0.08
16	7	0.08
17	7	0.08
18	7	0.08
19	7	0.08
20	7	0.08
21	7	0.08
22	7	0.08
23	7	0.08
24	7	0.08
25	7	0.08
26	7	0.08
27	7	0.08
28	7	0.08
29	7	0.08
30	7	0.08
31	7	0.08
32	7	0.08
33	7	0.08
34	7	0.08
35	7	0.08
36	7	0.08
37	7	0.08
38	7	0.08
39	7	0.08
40	7	0.08
41	7	0.08
42	7	0.08
43	7	0.08
44	7	0.08
45	7	0.08
46	7	0.08
47	7	0.08
48	7	0.08
49	7	0.08
50	7	0.08
51	7	0.08
52	7	0.08
53	7	0.08
54	7	0.08
55	7	0.08
56	7	0.08
57	7	0.08
58	7	0.08
59	7	0.08
60	7	0.08
61	7	0.08
62	7	0.08
63	7	0.08
64	7	0.08
65	7	0.08
66	7	0.08
67	7	0.08
68	7	0.08
69	7	0.08
70	7	0.08
71	7	0.08
72	7	0.08
73	7	0.08
74	7	0.08
75	7	0.08
76	7	0.08
77	7	0.08
78	7	0.08
79	7	0.08
80	7	0.08
81	7	0.08
82	7	0.08
83	7	0.08
84	7	0.08
85	7	0.08
86	7	0.08
87	7	0.08
88	7	0.08
89	7	0.08
90	7	0.08
91	7	0.08
92	7	0.08
93	7	0.08
94	7	0.08
95	7	0.08
96	7	0.08
97	7	0.08
98	7	0.08
99	7	0.08
100	7	0.08
101	7	0.08
102	7	0.08
103	7	0.08
104	7	0.08
105	7	0.08
106	7	0.08
107	7	0.08
108	7	0.08
109	7	0.08
110	7	0.08
111	7	0.08
112	7	0.08
113	7	0.08
114	7	0.08
115	7	0.08
116	7	0.08
117	7	0.08
118	7	0.08
119	7	0.08
120	7	0.08
121	7	0.08
122	7	0.08
123	7	0.08
124	7	0.08
125	7	0.08
126	7	0.08
127	7	0.08
128	7	0.08
129	7	0.08
130	7	0.08
131	7	0.08
132	7	0.08
133	7	0.08
134	7	0.08
135	7	0.08
136	7	0.08
137	7	0.08
138	7	0.08
139	7	0.08
140	7	0.08
141	7	0.08
142	7	0.08
143	7	0.08
144	7	0.08
145	7	0.08
146	7	0.08
147	7	0.08
148	7	0.08
149	7	0.08
0	8	0.09
1	8	0.09
2	8	0.09
3	8	0.09
4	8	0.09
5	8	0.09
6	8	0.09
7	8	0.09
8	8	0.09
9	8	0.09
10	8	0.09
11	8	0.09
12	8	0.09
13	8	0.09
14	8	0.09
15	8	0.09
16	8	0.09
17	8	0.09
18	8	0.09
19	8	0.09
20	8	0.09
21	8	0.09
22	8	0.09
23	8	0.09
24	8	0.09
25	8	0.09
26	8	0.09
27	8	0.09
28	8	0.09
29	8	0.09
30	8	0.09
31	8	0.09
32	8	0.09
33	8	0.09
34	8	0.09
35	8	0.09
36	8	0.09
37	8	0.09
38	8	0.09
39	8	0.09
40	8	0.09
41	8	0.09
42	8	0.09
43	8	0.09
44	8	0.09
45	8	0.09
46	8	0.09
47	8	0.09
48	8	0.09
49	8	0.09
50	8	0.09
51	8	0.09
52	8	0.09
53	8	0.09
54	8	0.09
55	8	0.09
56	8	0.09
57	8	0.09
58	8	0.09
59	8	0.09
60	8	0.09
61	8	0.09
62	8	0.09
63	8	0.09
64	8	0.09
65	8	0.09
66	8	0.09
67	8	0.09
68	8	0.09
69	8	0.09
70	8	0.09
71	8	0.09
72	8	0.09
73	8	0.09
74	8	0.09
75	8	0.09
76	8	0.09
77	8	0.09
78	8	0.09
79	8	0.09
80	8	0.09
81	8	0.09
82	8	0.09
83	8	0.09
84	8	0.09
85	8	0.09
86	8	0.09
87	8	0.09
88	8	0.09
89	8	0.09
90	8	0.09
91	8	0.09
92	8	0.09
93	8	0.09
94	8	0.09
95	8	0.09
96	8	0.09
97	8	0.09
98	8	0.09
99	8	0.09
100	8	0.09
101	8	0.09
102	8	0.09
103	8	0.09
104	8	0.09
105	8	0.09
106	8	0.09
107	8	0.09
108	8	0.09
109	8	0.09
110	8	0.09
111	8	0.09
112	8	0.09
113	8	0.09
114	8	0.09
115	8	0.09
116	8	0.09
117	8	0.09
118	8	0.09
119	8	0.09
120	8	0.09
121	8	0.09
122	8	0.09
123	8	0.09
124	8	0.09
125	8	0.09
126	8	0.09
127	8	0.09
128	8	0.09
129	8	0.09
130	8	0.09
131	8	0.09
132	8	0.09
133	8	0.09
134	8	0.09
135	8	0.09
136	8	0.09
137	8	0.09
138	8	0.09
139	8	0.09
140	8	0.09
141	8	0.09
142	8	0.09
143	8	0.09
144	8	0.09
145	8	0.09
146	8	0.09
147	8	0.09
148	8	0.09
149	8	0.09
0	9	0.1
1	9	0.1
2	9	0.1
3	9	0.1
4	9	0.1
5	9	0.1
6	9	0.1
7	9	0.1
8	9	0.1
9	9	0.1
10	9	0.1
11	9	0.1
12	9	0.1
13	9	0.1
14	9	0.1
15	9	0.1
16	9	0.1
17	9	0.1
18	9	0.1
19	9	0.1
20	9	0.1
21	9	0.1
22	9	0.1
23	9	0.1
24	9	0.1
25	9	0.1
26	9	0.1
27	9	0.1
28	9	0.1
29	9	0.1
30	9	0.1
31	9	0.1
32	9	0.1
33	9	0.1
34	9	0.1
35	9	0.1
36	9	0.1
37	9	0.1
38	9	0.1
39	9	0.1
40	9	0.1
41	9	0.1
42	9	0.1
43	9	0.1
44	9	0.1
45	9	0.1
46	9	0.1
47	9	0.1
48	9	0.1
49	9	0.1
50	9	0.1
51	9	0.1
52	9	0.1
53	9	0.1
54	9	0.1
55	9	0.1
56	9	0.1
57	9	0.1
58	9	0.1
59	9	0.1
60	9	0.1
61	9	0.1
62	9	0.1
63	9	0.1
64	9	0.1
65	9	0.1
66	9	0.1
67	9	0.1
68	9	0.1
69	9	0.1
70	9	0.1
71	9	0.1
72	9	0.1
73	9	0.1
74	9	0.1
75	9	0.1
76	9	0.1
77	9	0.1
78	9	0.1
79	9	0.1
80	9	0.1
81	9	0.1
82	9	0.1
83	9	0.1
84	9	0.1
85	9	0.1
86	9	0.1
87	9	0.1
88	9	0.1
89	9	0.1
90	9	0.1
91	9	0.1
92	9	0.1
93	9	0.1
94	9	0.1
95	9	0.1
96	9	0.1
97	9	0.1
98	9	0.1
99	9	0.1
100	9	0.1
101	9	0.1
102	9	0.1
103	9	0.1
104	9	0.1
105	9	0.1
106	9	0.1
107	9	0.1
108	9	0.1
109	9	0.1
110	9	0.1
111	9	0.1
112	9	0.1
113	9	0.1
114	9	0.1
115	9	0.1
116	9	0.1
117	9	0.1
118	9	0.1
119	9	0.1
120	9	0.1
121	9	0.1
122	9	0.1
123	9	0.1
124	9	0.1
125	9	0.1
126	9	0.1
127	9	0.1
128	9	0.1
129	9	0.1
130	9	0.1
131	9	0.1
132	9	0.1
133	9	0.1
134	9	0.1
135	9	0.1
136	9	0.1
137	9	0.1
138	9	0.1
139	9	0.1
140	9	0.1
141	9	0.1
142	9	0.1
143	9	0.1
144	9	0.1
145	9	0.1
146	9	0.1
147	9	0.1
148	9	0.1
149	9	0.1
0	10	0.11
1	10	0.11
2	10	0.11
3	10	0.11
4	10	0.11
5	10	0.11
6	10	0.11
7	10	0.11
8	10	0.11
9	10	0.11
10	10	0.11
11	10	0.11
12	10	0.11
13	10	0.11
14	10	0.11
15	10	0.11
16	10	0.11
17	10	0.11
18	10	0.11
19	10	0.11
20	10	0.11
21	10	0.11
22	10	0.11
23	10	0.11
24	10	0.11
25	10	0.11
26	10	0.11
27	10	0.11
28	10	0.11
29	10	0.11
30	10	0.11
31	10	0.11
32	10	0.11
33	10	0.11
34	10	0.11
35	10	0.11
36	10	0.11
37	10	0.11
38	10	0.11
39	10	0.11
40	10	0.11
41	10	0.11
42	10	0.11
43	10	0.11
44	10	0.11
45	10	0.11
46	10	0.11
47	10	0.11
48	10	0.11
49	10	0.11
50	10	0.11
51	10	0.11
52	10	0.11
53	10	0.11
54	10	0.11
55	10	0.11
56	10	0.11
57	10	0.11
58	10	0.11
59	10	0.11
60	10	0.11
61	10	0.11
62	10	0.11
63	10	0.11
64	10	0.11
65	10	0.11
66	10	0.11
67	10	0.11
68	10	0.11
69	10	0.11
70	10	0.11
71	10	0.11
72	10	0.11
73	10	0.11
74	10	0.11
75	10	0.11
76	10	0.11
77	10	0.11
78	10	0.11
79	10	0.11
80	10	0.11
81	10	0.11
82	10	0.11
83	10	0.11
84	10	0.11
85	10	0.11
86	10	0.11
87	10	0.11
88	10	0.11
89	10	0.11
90	10	0.11
91	10	0.11
92	10	0.11
93	10	0.11
94	10	0.11
95	10	0.11
96	10	0.11
97	10	0.11
98	10	0.11
99	10	0.11
100	10	0.11
101	10	0.11
102	10	0.11
103	10	0.11
104	10	0.11
105	10	0.11
106	10	0.11
107	10	0.11
108	10	0.11
109	10	0.11
110	10	0.11
111	10	0.11
112	10	0.11
113	10	0.11
114	10	0.11
115	10	0.11
116	10	0.11
117	10	0.11
118	10	0.11
119	10	0.11
120	10	0.11
121	10	0.11
122	10	0.11
123	10	0.11
124	10	0.11
125	10	0.11
126	10	0.11
127	10	0.11
128	10	0.11
129	10	0.11
130	10	0.11
131	10	0.11
132	10	0.11
133	10	0.11
134	10	0.11
135	10	0.11
136	10	0.11
137	10	0.11
138	10	0.11
139	10	0.11
140	10	0.11
141	10	0.11
142	10	0.11
143	10	0.11
144	10	0.11
145	10	0.11
146	10	0.11
147	10	0.11
148	10	0.11
149	10	0.11
0	11	0.12
1	11	0.12
2	11	0.12
3	11	0.12
4	11	0.12
5	11	0.12
6	11	0.12
7	11	0.12
8	11	0.12
9	11	0.12
10	11	0.12
11	11	0.12
12	11	0.12
13	11	0.12
14	11	0.12
15	11	0.12
16	11	0.12
17	11	0.12
18	11	0.12
19	11	0.12
20	11	0.12
21	11	0.12
22	11	0.12
23	11	0.12
24	11	0.12
25	11	0.12
26	11	0.12
27	11	0.12
28	11	0.12
29	11	0.12
30	11	0.12
31	11	0.12
32	11	0.12
33	11	0.12
34	11	0.12
35	11	0.12
36	11	0.12
37	11	0.12
38	11	0.12
39	11	0.12
40	11	0.12
41	11	0.12
42	11	0.12
43	11	0.12
44	11	0.12
45	11	0.12
46	11	0.12
47	11	0.12
48	11	0.12
49	11	0.12
50	11	0.12
51	11	0.12
52	11	0.12
53	11	0.12
54	11	0.12
55	11	0.12
56	11	0.12
57	11	0.12
58	11	0.12
59	11	0.12
60	11	0.12
61	11	0.12
62	11	0.12
63	11	0.12
64	11	0.12
65	11	0.12
66	11	0.12
67	11	0.12
68	11	0.12
69	11	0.12
70	11	0.12
71	11	0.12
72	11	0.12
73	11	0.12
74	11	0.12
75	11	0.12
76	11	0.12
77	11	0.12
78	11	0.12
79	11	0.12
80	11	0.12
81	11	0.12
82	11	0.12
83	11	0.12
84	11	0.12
85	11	0.12
86	11	0.12
87	11	0.12
88	11	0.12
89	11	0.12
90	11	0.12
91	11	0.12
92	11	0.12
93	11	0.12
94	11	0.12
95	11	0.12
96	11	0.12
